"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"08-Nov-2023","EQ","8,240.00","8,349.95","8,160.00","8,171.15","8,233.00","8,242.90","8,256.93","8,349.95","5,709.05","2,39,800","1,98,00,11,361.55","32,186"
"07-Nov-2023","EQ","7,880.00","8,204.05","7,860.15","7,831.60","8,199.00","8,171.15","8,116.91","8,204.05","5,709.05","7,03,184","5,70,76,77,892.25","76,141"
"06-Nov-2023","EQ","7,673.35","7,850.00","7,660.05","7,617.00","7,849.75","7,831.60","7,797.31","7,947.00","5,709.05","2,31,690","1,80,65,58,486.95","29,567"
"03-Nov-2023","EQ","7,519.00","7,640.00","7,501.10","7,496.90","7,613.50","7,617.00","7,599.94","7,947.00","5,709.05","75,629","57,47,75,715.55","10,225"
"02-Nov-2023","EQ","7,550.95","7,587.95","7,413.70","7,483.40","7,500.00","7,496.90","7,485.82","7,947.00","5,709.05","1,05,161","78,72,16,136.35","21,821"
"01-Nov-2023","EQ","7,650.00","7,657.75","7,450.00","7,625.20","7,479.00","7,483.40","7,537.89","7,947.00","5,709.05","87,104","65,65,79,950.30","15,195"
"31-Oct-2023","EQ","7,650.95","7,680.95","7,585.00","7,639.25","7,648.00","7,625.20","7,622.01","7,947.00","5,709.05","61,348","46,75,95,146.00","12,073"
"30-Oct-2023","EQ","7,660.00","7,685.00","7,580.55","7,601.60","7,645.00","7,639.25","7,635.90","7,947.00","5,709.05","1,10,688","84,52,02,513.20","16,310"
"27-Oct-2023","EQ","7,500.00","7,655.00","7,500.00","7,463.50","7,609.00","7,601.60","7,609.81","7,947.00","5,709.05","1,10,987","84,45,89,499.05","20,257"
"26-Oct-2023","EQ","7,500.00","7,520.00","7,380.00","7,545.25","7,467.00","7,463.50","7,440.31","7,947.00","5,709.05","1,26,826","94,36,24,245.00","22,183"
"25-Oct-2023","EQ","7,399.85","7,590.00","7,381.50","7,336.45","7,550.00","7,545.25","7,508.95","7,947.00","5,709.05","1,98,994","1,49,42,36,487.60","31,757"
"23-Oct-2023","EQ","7,564.40","7,612.00","7,300.00","7,564.40","7,362.00","7,336.45","7,476.19","7,947.00","5,709.05","1,17,797","88,06,72,824.20","22,304"
"20-Oct-2023","EQ","7,736.60","7,738.00","7,501.00","7,704.05","7,528.50","7,564.40","7,617.31","8,000.00","5,709.05","1,19,490","91,01,91,929.30","18,920"
"19-Oct-2023","EQ","7,608.90","7,758.90","7,569.95","7,608.90","7,700.30","7,704.05","7,702.43","8,000.00","5,709.05","2,82,308","2,17,44,58,762.40","39,351"
"18-Oct-2023","EQ","7,485.00","7,694.40","7,480.50","7,445.35","7,605.00","7,608.90","7,629.31","8,000.00","5,709.05","4,97,848","3,79,82,38,321.65","49,591"
"17-Oct-2023","EQ","7,496.95","7,510.00","7,400.00","7,477.05","7,480.00","7,445.35","7,462.00","8,000.00","5,709.05","1,12,435","83,89,89,656.55","18,291"
"16-Oct-2023","EQ","7,490.00","7,490.00","7,385.00","7,443.75","7,480.00","7,477.05","7,456.26","8,000.00","5,709.05","1,00,722","75,10,09,441.55","14,434"
"13-Oct-2023","EQ","7,344.95","7,462.50","7,311.00","7,355.30","7,450.25","7,443.75","7,417.11","8,685.00","5,709.05","1,47,510","1,09,40,97,568.20","17,598"
"12-Oct-2023","EQ","7,360.00","7,385.40","7,301.80","7,315.10","7,351.00","7,355.30","7,343.78","8,685.00","5,709.05","59,816","43,92,75,792.45","12,388"
"11-Oct-2023","EQ","7,399.00","7,490.00","7,299.00","7,359.40","7,314.50","7,315.10","7,407.12","8,685.00","5,709.05","1,63,676","1,21,23,67,197.40","20,189"
"10-Oct-2023","EQ","7,309.95","7,415.80","7,283.40","7,299.40","7,360.00","7,359.40","7,368.02","8,685.00","5,709.05","1,10,152","81,16,02,363.90","17,939"
"09-Oct-2023","EQ","7,199.95","7,315.90","7,185.00","7,302.75","7,280.00","7,299.40","7,261.81","8,685.00","5,709.05","84,115","61,08,27,554.55","13,686"
"06-Oct-2023","EQ","7,270.00","7,348.00","7,264.05","7,257.20","7,280.15","7,302.75","7,295.52","8,685.00","5,709.05","65,339","47,66,82,201.30","9,706"
"05-Oct-2023","EQ","7,290.00","7,309.00","7,221.10","7,281.90","7,270.00","7,257.20","7,267.78","8,685.00","5,709.05","70,537","51,26,47,543.85","11,559"
"04-Oct-2023","EQ","7,200.00","7,325.25","7,180.00","7,210.70","7,296.00","7,281.90","7,242.31","8,685.00","5,709.05","80,466","58,27,59,740.40","13,402"
"03-Oct-2023","EQ","7,260.00","7,270.00","7,172.00","7,227.15","7,251.00","7,210.70","7,210.63","8,685.00","5,709.05","1,23,949","89,37,50,444.50","30,856"
"29-Sep-2023","EQ","7,248.00","7,264.00","7,206.00","7,228.00","7,213.00","7,227.15","7,232.57","8,787.15","5,709.05","50,735","36,69,44,320.10","10,911"
"28-Sep-2023","EQ","7,339.00","7,339.00","7,205.00","7,301.70","7,230.00","7,228.00","7,266.36","8,787.15","5,709.05","46,573","33,84,16,261.45","11,758"
"27-Sep-2023","EQ","7,310.90","7,329.95","7,239.55","7,310.90","7,304.00","7,301.70","7,293.74","8,787.15","5,709.05","48,873","35,64,66,853.45","10,235"
"26-Sep-2023","EQ","7,270.00","7,374.00","7,240.15","7,267.75","7,310.00","7,310.90","7,312.55","8,787.15","5,709.05","74,758","54,66,71,492.40","15,394"
"25-Sep-2023","EQ","7,271.95","7,290.25","7,220.70","7,254.85","7,270.00","7,267.75","7,256.31","8,787.15","5,709.05","45,714","33,17,14,748.50","9,515"
"22-Sep-2023","EQ","7,308.95","7,317.00","7,240.00","7,285.95","7,253.00","7,254.85","7,266.46","9,059.00","5,709.05","35,750","25,97,75,938.20","8,263"
"21-Sep-2023","EQ","7,300.00","7,303.00","7,222.00","7,301.90","7,302.90","7,285.95","7,262.98","9,059.00","5,709.05","64,624","46,93,62,865.50","10,206"
"20-Sep-2023","EQ","7,268.95","7,311.00","7,230.00","7,288.15","7,300.00","7,301.90","7,273.90","9,059.00","5,709.05","61,657","44,84,87,156.85","12,481"
"18-Sep-2023","EQ","7,260.00","7,316.00","7,239.00","7,234.65","7,279.00","7,288.15","7,287.94","9,059.00","5,709.05","65,434","47,68,79,199.05","11,593"
"15-Sep-2023","EQ","7,332.00","7,360.00","7,201.05","7,310.65","7,228.00","7,234.65","7,272.69","9,270.00","5,709.05","92,775","67,47,23,461.70","17,082"
"14-Sep-2023","EQ","7,300.00","7,348.00","7,285.00","7,264.40","7,305.35","7,310.65","7,314.72","9,270.00","5,709.05","47,205","34,52,91,307.10","8,798"
"13-Sep-2023","EQ","7,358.00","7,359.85","7,252.10","7,366.85","7,259.75","7,264.40","7,289.46","9,270.00","5,709.05","1,05,616","76,98,83,711.80","20,025"
"12-Sep-2023","EQ","7,410.00","7,430.00","7,253.00","7,402.15","7,353.00","7,366.85","7,343.01","9,270.00","5,709.05","1,11,611","81,95,60,683.30","17,148"
"11-Sep-2023","EQ","7,370.00","7,424.95","7,370.00","7,366.20","7,396.00","7,402.15","7,397.42","9,270.00","5,709.05","1,03,972","76,91,24,935.90","15,359"
"08-Sep-2023","EQ","7,409.90","7,443.95","7,355.00","7,399.05","7,367.00","7,366.20","7,387.74","9,270.00","5,709.05","60,782","44,90,41,585.40","11,893"
"07-Sep-2023","EQ","7,354.00","7,442.00","7,320.05","7,356.20","7,390.80","7,399.05","7,373.93","9,270.00","5,709.05","1,37,742","1,01,56,99,915.95","14,412"
"06-Sep-2023","EQ","7,442.25","7,465.00","7,335.00","7,405.30","7,350.05","7,356.20","7,396.82","9,270.00","5,709.05","72,454","53,59,29,263.05","12,491"
"05-Sep-2023","EQ","7,280.00","7,440.00","7,280.00","7,319.80","7,405.00","7,405.30","7,397.31","9,270.00","5,709.05","2,11,914","1,56,75,93,315.20","21,320"
"04-Sep-2023","EQ","7,310.00","7,330.55","7,219.95","7,284.10","7,319.00","7,319.80","7,290.19","9,270.00","5,709.05","1,00,661","73,38,38,113.80","16,197"
"01-Sep-2023","EQ","7,300.00","7,318.90","7,201.05","7,247.10","7,286.00","7,284.10","7,253.62","9,270.00","5,709.05","98,424","71,39,30,705.65","16,109"
"31-Aug-2023","EQ","7,419.95","7,424.00","7,053.50","7,402.05","7,247.00","7,247.10","7,322.08","9,270.00","5,709.05","2,25,869","1,65,38,29,762.85","25,813"
"30-Aug-2023","EQ","7,412.00","7,419.90","7,371.00","7,383.35","7,392.25","7,402.05","7,388.11","9,270.00","5,709.05","82,450","60,91,49,760.55","9,495"
"29-Aug-2023","EQ","7,389.00","7,397.00","7,280.00","7,374.15","7,386.00","7,383.35","7,348.09","9,270.00","5,709.05","1,10,039","80,85,76,283.40","16,374"
"28-Aug-2023","EQ","7,330.00","7,389.90","7,302.90","7,301.45","7,373.00","7,374.15","7,352.89","9,270.00","5,709.05","1,01,737","74,80,60,645.05","14,096"
"25-Aug-2023","EQ","7,279.00","7,325.00","7,223.30","7,278.65","7,301.00","7,301.45","7,279.67","10,099.45","5,709.05","1,31,217","95,52,15,994.80","18,398"
"24-Aug-2023","EQ","7,230.00","7,290.00","7,215.00","7,106.75","7,288.00","7,278.65","7,263.98","10,099.45","5,709.05","2,19,977","1,59,79,09,369.30","24,482"
"23-Aug-2023","EQ","7,024.05","7,188.00","7,024.05","7,024.05","7,120.00","7,106.75","7,112.13","10,099.45","5,709.05","1,49,840","1,06,56,82,217.20","21,308"
"22-Aug-2023","EQ","7,016.80","7,045.00","7,016.80","7,016.80","7,024.00","7,024.05","7,030.02","10,099.45","5,709.05","48,289","33,94,72,551.75","10,214"
"21-Aug-2023","EQ","7,010.00","7,065.00","7,003.55","7,008.15","7,015.00","7,016.80","7,024.22","10,099.45","5,709.05","54,283","38,12,96,000.50","9,494"
"18-Aug-2023","EQ","7,080.00","7,109.50","6,992.05","7,080.20","7,000.00","7,008.15","7,036.09","10,760.00","5,709.05","87,087","61,27,52,312.40","17,515"
"17-Aug-2023","EQ","7,075.15","7,129.95","7,060.00","7,065.60","7,065.00","7,080.20","7,096.53","10,760.00","5,709.05","59,336","42,10,79,801.25","12,757"
"16-Aug-2023","EQ","7,070.00","7,146.70","7,060.00","7,073.45","7,061.25","7,065.60","7,092.81","10,760.00","5,709.05","84,469","59,91,22,718.70","15,977"
"14-Aug-2023","EQ","7,113.00","7,208.85","7,050.00","7,113.75","7,055.00","7,073.45","7,117.84","10,760.00","5,709.05","1,01,383","72,16,28,091.80","18,705"
"11-Aug-2023","EQ","7,094.80","7,220.00","7,090.00","7,084.80","7,108.00","7,113.75","7,145.43","10,760.00","5,709.05","1,11,517","79,68,37,024.45","17,865"
"10-Aug-2023","EQ","7,159.50","7,166.10","7,075.00","7,159.95","7,084.00","7,084.80","7,101.43","10,760.00","5,709.05","1,04,273","74,04,87,244.75","21,528"
"09-Aug-2023","EQ","7,187.00","7,215.00","7,135.00","7,162.00","7,150.00","7,159.95","7,178.64","10,760.00","5,709.05","80,609","57,86,63,210.90","12,813"
"08-Aug-2023","EQ","7,177.90","7,224.80","7,150.00","7,177.90","7,160.00","7,162.00","7,189.73","10,760.00","5,709.05","56,597","40,69,17,036.65","10,529"
"07-Aug-2023","EQ","7,221.70","7,230.00","7,156.05","7,182.45","7,163.00","7,177.90","7,186.77","10,760.00","5,709.05","59,673","42,88,56,060.00","11,400"
"04-Aug-2023","EQ","7,200.00","7,217.00","7,169.80","7,168.85","7,172.10","7,182.45","7,191.25","10,760.00","5,709.05","76,182","54,78,43,755.60","17,677"
"03-Aug-2023","EQ","7,187.20","7,235.00","7,145.00","7,187.20","7,169.80","7,168.85","7,190.50","10,760.00","5,709.05","56,859","40,88,44,816.45","10,464"
"02-Aug-2023","EQ","7,199.00","7,239.50","7,155.15","7,185.05","7,191.25","7,187.20","7,192.49","10,760.00","5,709.05","81,993","58,97,33,845.65","15,896"
"01-Aug-2023","EQ","7,240.00","7,250.00","7,160.10","7,159.40","7,177.45","7,185.05","7,213.57","10,760.00","5,709.05","1,05,750","76,28,35,345.50","18,316"
"31-Jul-2023","EQ","7,229.95","7,250.00","7,140.00","7,223.05","7,155.00","7,159.40","7,163.19","10,760.00","5,709.05","1,41,580","1,01,41,64,535.30","29,583"
"28-Jul-2023","EQ","7,279.95","7,279.95","7,205.05","7,231.05","7,217.00","7,223.05","7,222.57","10,760.00","5,709.05","53,585","38,70,21,315.10","11,839"
"27-Jul-2023","EQ","7,254.05","7,269.95","7,214.05","7,226.70","7,234.00","7,231.05","7,233.36","10,760.00","5,709.05","74,652","53,99,84,487.50","14,757"
"26-Jul-2023","EQ","7,290.00","7,300.00","7,212.00","7,228.85","7,215.00","7,226.70","7,248.02","10,760.00","5,709.05","93,794","67,98,21,180.55","17,240"
"25-Jul-2023","EQ","7,289.95","7,289.95","7,200.05","7,256.70","7,235.00","7,228.85","7,254.22","10,760.00","5,709.05","1,13,807","82,55,80,624.70","19,489"
"24-Jul-2023","EQ","7,379.05","7,379.05","7,241.00","7,310.85","7,249.80","7,256.70","7,286.78","10,760.00","5,709.05","1,17,088","85,31,95,067.15","23,766"
"21-Jul-2023","EQ","7,450.00","7,450.00","7,300.00","7,494.30","7,320.00","7,310.85","7,358.12","10,760.00","5,709.05","1,90,064","1,39,85,13,057.05","36,521"
"20-Jul-2023","EQ","7,575.00","7,576.90","7,480.00","7,558.90","7,490.00","7,494.30","7,521.98","10,760.00","5,709.05","90,406","68,00,32,339.55","16,553"
"19-Jul-2023","EQ","7,540.00","7,595.00","7,518.00","7,542.75","7,549.00","7,558.90","7,560.67","10,760.00","5,709.05","1,32,383","1,00,09,04,417.00","19,370"
"18-Jul-2023","EQ","7,345.05","7,655.00","7,345.05","7,719.50","7,528.05","7,542.75","7,545.67","10,760.00","5,709.05","5,05,141","3,81,16,29,368.50","64,345"
"17-Jul-2023","EQ","7,766.00","7,846.50","7,690.00","7,730.75","7,695.00","7,719.50","7,780.19","10,760.00","5,709.05","1,98,416","1,54,37,13,556.75","25,188"
"14-Jul-2023","EQ","7,607.20","7,750.00","7,577.90","7,568.05","7,715.00","7,730.75","7,685.09","10,760.00","5,709.05","3,15,095","2,42,15,33,412.35","36,753"
"13-Jul-2023","EQ","7,431.25","7,593.70","7,431.00","7,431.25","7,550.00","7,568.05","7,536.91","10,760.00","5,709.05","1,92,087","1,44,77,42,407.20","29,016"
"12-Jul-2023","EQ","7,457.80","7,512.00","7,410.00","7,453.15","7,423.90","7,431.25","7,455.76","10,760.00","5,709.05","86,187","64,25,89,557.20","14,393"
"11-Jul-2023","EQ","7,410.00","7,520.85","7,310.00","7,487.25","7,425.00","7,453.15","7,401.70","10,760.00","5,709.05","2,50,639","1,85,51,54,537.85","37,122"
"10-Jul-2023","EQ","7,550.00","7,579.55","7,454.35","7,541.65","7,488.00","7,487.25","7,494.17","10,760.00","5,709.05","84,656","63,44,26,649.90","13,517"
"07-Jul-2023","EQ","7,538.95","7,600.00","7,515.05","7,535.35","7,544.00","7,541.65","7,555.92","10,760.00","5,709.05","90,023","68,02,06,613.30","15,691"
"06-Jul-2023","EQ","7,566.15","7,566.90","7,508.00","7,553.05","7,538.95","7,535.35","7,530.29","10,760.00","5,709.05","78,240","58,91,70,108.55","14,098"
"05-Jul-2023","EQ","7,522.45","7,585.00","7,506.30","7,513.80","7,562.00","7,553.05","7,543.54","10,760.00","5,709.05","75,250","56,76,51,335.10","11,807"
"04-Jul-2023","EQ","7,561.50","7,567.70","7,492.00","7,546.30","7,521.90","7,513.80","7,521.85","10,760.00","5,709.05","70,316","52,89,06,414.70","12,352"
"03-Jul-2023","EQ","7,618.05","7,637.55","7,520.95","7,588.50","7,550.00","7,546.30","7,575.56","10,760.00","5,709.05","1,06,546","80,71,45,475.95","16,015"
"30-Jun-2023","EQ","7,623.00","7,686.15","7,575.00","7,586.15","7,580.00","7,588.50","7,615.75","10,760.00","5,709.05","1,39,681","1,06,37,75,638.40","20,131"
"28-Jun-2023","EQ","7,609.00","7,678.10","7,552.00","7,546.20","7,598.60","7,586.15","7,604.07","10,760.00","5,709.05","1,01,231","76,97,67,973.70","14,223"
"27-Jun-2023","EQ","7,578.80","7,666.00","7,530.35","7,507.75","7,554.95","7,546.20","7,606.11","10,760.00","5,709.05","1,43,885","1,09,44,05,742.95","17,512"
"26-Jun-2023","EQ","7,490.00","7,595.00","7,490.00","7,481.95","7,510.00","7,507.75","7,534.87","10,760.00","5,709.05","1,08,405","81,68,18,004.85","15,806"
"23-Jun-2023","EQ","7,674.00","7,674.00","7,450.10","7,667.25","7,478.00","7,481.95","7,537.69","10,760.00","5,709.05","1,35,452","1,02,09,94,620.05","23,053"
"22-Jun-2023","EQ","7,770.00","7,770.00","7,640.00","7,790.75","7,675.00","7,667.25","7,702.48","10,760.00","5,709.05","1,02,273","78,77,55,605.75","15,931"
